,Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,"_Sales,_General_and_Admin._",Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry,operating income,Years,Gross_profit,operating expenditure
1044,MCO,Year 2,12/31/2013,"2,972,500,000.00","822,400,000.00","822,100,000.00",0.00,"93,400,000.00",Financials,Diversified Financial Services,"1,234,600,000.00",2013,"2,150,100,000.00","915,500,000.00"
1045,MCO,Year 3,12/31/2014,"3,334,300,000.00","930,300,000.00","869,300,000.00",0.00,"95,600,000.00",Financials,Diversified Financial Services,"1,439,100,000.00",2014,"2,404,000,000.00","964,900,000.00"
1046,MCO,Year 4,12/31/2015,"3,484,500,000.00","976,300,000.00","921,300,000.00",0.00,"113,500,000.00",Financials,Diversified Financial Services,"1,473,400,000.00",2015,"2,508,200,000.00","1,034,800,000.00"
1047,MDLZ,Year 1,12/31/2012,"35,015,000,000.00","21,939,000,000.00","9,176,000,000.00",0.00,"217,000,000.00",Consumer Staples,Packaged Foods & Meats,"3,683,000,000.00",2012,"13,076,000,000.00","9,393,000,000.00"
1048,MDLZ,Year 2,12/31/2013,"35,299,000,000.00","22,189,000,000.00","8,679,000,000.00",0.00,"217,000,000.00",Consumer Staples,Packaged Foods & Meats,"4,214,000,000.00",2013,"13,110,000,000.00","8,896,000,000.00"
1049,MDLZ,Year 3,12/31/2014,"34,244,000,000.00","21,647,000,000.00","8,457,000,000.00",0.00,"206,000,000.00",Consumer Staples,Packaged Foods & Meats,"3,934,000,000.00",2014,"12,597,000,000.00","8,663,000,000.00"
1050,MDLZ,Year 4,12/31/2015,"29,636,000,000.00","18,124,000,000.00","7,577,000,000.00",0.00,"181,000,000.00",Consumer Staples,Packaged Foods & Meats,"3,754,000,000.00",2015,"11,512,000,000.00","7,758,000,000.00"
1051,MET,Year 1,12/31/2012,"68,150,000,000.00","37,987,000,000.00","9,098,000,000.00",0.00,"17,755,000,000.00",Financials,Life & Health Insurance,"3,310,000,000.00",2012,"30,163,000,000.00","26,853,000,000.00"
1052,MET,Year 2,12/31/2013,"68,199,000,000.00","38,107,000,000.00","9,438,000,000.00",0.00,"16,602,000,000.00",Financials,Life & Health Insurance,"4,052,000,000.00",2013,"30,092,000,000.00","26,040,000,000.00"
1053,MET,Year 3,12/31/2014,"73,316,000,000.00","39,102,000,000.00","8,319,000,000.00",0.00,"17,091,000,000.00",Financials,Life & Health Insurance,"8,804,000,000.00",2014,"34,214,000,000.00","25,410,000,000.00"
1054,MET,Year 4,12/31/2015,"69,951,000,000.00","38,714,000,000.00","6,998,000,000.00",0.00,"16,769,000,000.00",Financials,Life & Health Insurance,"7,470,000,000.00",2015,"31,237,000,000.00","23,767,000,000.00"
1055,MHK,Year 1,12/31/2012,"5,787,980,000.00","4,297,922,000.00","1,110,550,000.00",0.00,0.00,Consumer Discretionary,Home Furnishings,"379,508,000.00",2012,"1,490,058,000.00","1,110,550,000.00"
1056,MHK,Year 2,12/31/2013,"7,348,754,000.00","5,427,945,000.00","1,373,878,000.00",0.00,0.00,Consumer Discretionary,Home Furnishings,"546,931,000.00",2013,"1,920,809,000.00","1,373,878,000.00"
1057,MHK,Year 3,12/31/2014,"7,803,446,000.00","5,649,254,000.00","1,381,396,000.00",0.00,0.00,Consumer Discretionary,Home Furnishings,"772,796,000.00",2014,"2,154,192,000.00","1,381,396,000.00"
1058,MHK,Year 4,12/31/2015,"8,071,563,000.00","5,660,877,000.00","1,573,120,000.00",0.00,0.00,Consumer Discretionary,Home Furnishings,"837,566,000.00",2015,"2,410,686,000.00","1,573,120,000.00"
1059,MJN,Year 1,12/31/2012,"3,901,300,000.00","1,503,800,000.00","1,457,300,000.00","100,100,000.00",0.00,Consumer Staples,Packaged Foods & Meats,"840,100,000.00",2012,"2,397,500,000.00","1,557,400,000.00"
1060,MJN,Year 2,12/31/2013,"4,200,700,000.00","1,528,500,000.00","1,548,600,000.00","100,200,000.00",0.00,Consumer Staples,Packaged Foods & Meats,"1,023,400,000.00",2013,"2,672,200,000.00","1,648,800,000.00"
1061,MJN,Year 3,12/31/2014,"4,409,300,000.00","1,700,600,000.00","1,617,600,000.00","115,100,000.00",0.00,Consumer Staples,Packaged Foods & Meats,"976,000,000.00",2014,"2,708,700,000.00","1,732,700,000.00"
1062,MJN,Year 4,12/31/2015,"4,071,300,000.00","1,455,300,000.00","1,532,400,000.00","108,400,000.00",0.00,Consumer Staples,Packaged Foods & Meats,"975,200,000.00",2015,"2,616,000,000.00","1,640,800,000.00"
1063,MKC,Year 1,11/30/2013,"4,123,400,000.00","2,457,600,000.00","1,090,300,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"575,500,000.00",2013,"1,665,800,000.00","1,090,300,000.00"
1064,MKC,Year 2,11/30/2014,"4,243,200,000.00","2,513,000,000.00","1,122,000,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"608,200,000.00",2014,"1,730,200,000.00","1,122,000,000.00"
1065,MKC,Year 3,11/30/2015,"4,296,300,000.00","2,559,000,000.00","1,127,400,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"609,900,000.00",2015,"1,737,300,000.00","1,127,400,000.00"
1066,MKC,Year 4,11/30/2016,"4,411,500,000.00","2,579,800,000.00","1,175,000,000.00",0.00,0.00,Consumer Staples,Packaged Foods & Meats,"656,700,000.00",2016,"1,831,700,000.00","1,175,000,000.00"
1067,MLM,Year 1,12/31/2012,"2,031,901,000.00","1,704,767,000.00","135,824,000.00",0.00,0.00,Materials,Construction Materials,"191,310,000.00",2012,"327,134,000.00","135,824,000.00"
1068,MLM,Year 2,12/31/2013,"2,155,551,000.00","1,791,594,000.00","145,298,000.00",0.00,0.00,Materials,Construction Materials,"218,659,000.00",2013,"363,957,000.00","145,298,000.00"
1069,MLM,Year 3,12/31/2014,"2,957,951,000.00","2,435,591,000.00","164,596,000.00",0.00,0.00,Materials,Construction Materials,"357,764,000.00",2014,"522,360,000.00","164,596,000.00"
1070,MLM,Year 4,12/31/2015,"3,539,570,000.00","2,817,803,000.00","233,887,000.00",0.00,0.00,Materials,Construction Materials,"487,880,000.00",2015,"721,767,000.00","233,887,000.00"
1071,MMC,Year 1,12/31/2012,"11,924,000,000.00",$-,"7,134,000,000.00",0.00,"2,961,000,000.00",Financials,Insurance Brokers,#VALUE!,2012,#VALUE!,"10,095,000,000.00"
1072,MMC,Year 2,12/31/2013,"12,261,000,000.00",$-,"7,226,000,000.00",0.00,"2,958,000,000.00",Financials,Insurance Brokers,#VALUE!,2013,#VALUE!,"10,184,000,000.00"
1073,MMC,Year 3,12/31/2014,"12,951,000,000.00",$-,"7,515,000,000.00",0.00,"3,135,000,000.00",Financials,Insurance Brokers,#VALUE!,2014,#VALUE!,"10,650,000,000.00"
1074,MMC,Year 4,12/31/2015,"12,893,000,000.00",$-,"7,334,000,000.00",0.00,"3,140,000,000.00",Financials,Insurance Brokers,#VALUE!,2015,#VALUE!,"10,474,000,000.00"
1075,MMM,Year 1,12/31/2013,"30,871,000,000.00","16,106,000,000.00","6,384,000,000.00","1,715,000,000.00",0.00,Industrials,Industrial Conglomerates,"6,666,000,000.00",2013,"14,765,000,000.00","8,099,000,000.00"
1076,MMM,Year 2,12/31/2014,"31,821,000,000.00","16,447,000,000.00","6,469,000,000.00","1,770,000,000.00",0.00,Industrials,Industrial Conglomerates,"7,135,000,000.00",2014,"15,374,000,000.00","8,239,000,000.00"
1077,MMM,Year 3,12/31/2015,"30,274,000,000.00","15,383,000,000.00","6,182,000,000.00","1,763,000,000.00",0.00,Industrials,Industrial Conglomerates,"6,946,000,000.00",2015,"14,891,000,000.00","7,945,000,000.00"
1078,MMM,Year 4,12/31/2016,"30,109,000,000.00","15,040,000,000.00","6,111,000,000.00","1,735,000,000.00",0.00,Industrials,Industrial Conglomerates,"7,223,000,000.00",2016,"15,069,000,000.00","7,846,000,000.00"
1079,MNST,Year 1,12/31/2012,"2,060,702,000.00","995,046,000.00",0.00,0.00,0.00,Consumer Staples,Soft Drinks,"1,065,656,000.00",2012,"1,065,656,000.00",0.00
1080,MNST,Year 2,12/31/2013,"2,246,428,000.00","1,073,497,000.00",0.00,0.00,0.00,Consumer Staples,Soft Drinks,"1,172,931,000.00",2013,"1,172,931,000.00",0.00
1081,MNST,Year 3,12/31/2014,"2,464,867,000.00","1,125,057,000.00",0.00,0.00,0.00,Consumer Staples,Soft Drinks,"1,339,810,000.00",2014,"1,339,810,000.00",0.00
1082,MNST,Year 4,12/31/2015,"2,722,564,000.00","1,090,263,000.00",0.00,0.00,0.00,Consumer Staples,Soft Drinks,"1,632,301,000.00",2015,"1,632,301,000.00",0.00
1083,MO,Year 1,12/31/2012,"24,618,000,000.00","15,055,000,000.00","2,249,000,000.00",0.00,0.00,Consumer Staples,Tobacco,"7,314,000,000.00",2012,"9,563,000,000.00","2,249,000,000.00"
1084,MO,Year 2,12/31/2013,"24,466,000,000.00","14,009,000,000.00","2,362,000,000.00",0.00,0.00,Consumer Staples,Tobacco,"8,095,000,000.00",2013,"10,457,000,000.00","2,362,000,000.00"
1085,MO,Year 3,12/31/2014,"24,522,000,000.00","14,362,000,000.00","2,541,000,000.00",0.00,0.00,Consumer Staples,Tobacco,"7,619,000,000.00",2014,"10,160,000,000.00","2,541,000,000.00"
1086,MO,Year 4,12/31/2015,"25,434,000,000.00","14,320,000,000.00","2,749,000,000.00",0.00,0.00,Consumer Staples,Tobacco,"8,365,000,000.00",2015,"11,114,000,000.00","2,749,000,000.00"
1087,MON,Year 1,8/31/2013,"14,861,000,000.00","7,208,000,000.00","2,550,000,000.00","1,533,000,000.00",0.00,Materials,Fertilizers & Agricultural Chemicals,"3,570,000,000.00",2013,"7,653,000,000.00","4,083,000,000.00"
1088,MON,Year 2,8/31/2014,"15,855,000,000.00","7,281,000,000.00","2,774,000,000.00","1,725,000,000.00",0.00,Materials,Fertilizers & Agricultural Chemicals,"4,075,000,000.00",2014,"8,574,000,000.00","4,499,000,000.00"
1089,MON,Year 3,8/31/2015,"15,001,000,000.00","6,819,000,000.00","2,686,000,000.00","1,580,000,000.00",0.00,Materials,Fertilizers & Agricultural Chemicals,"3,916,000,000.00",2015,"8,182,000,000.00","4,266,000,000.00"
1090,MON,Year 4,8/31/2016,"13,502,000,000.00","6,485,000,000.00","2,833,000,000.00","1,512,000,000.00",0.00,Materials,Fertilizers & Agricultural Chemicals,"2,672,000,000.00",2016,"7,017,000,000.00","4,345,000,000.00"
1091,MOS,Year 1,5/31/2013,"9,974,100,000.00","7,213,900,000.00","550,600,000.00",0.00,0.00,Materials,Fertilizers & Agricultural Chemicals,"2,209,600,000.00",2013,"2,760,200,000.00","550,600,000.00"
1092,MOS,Year 2,12/31/2014,"9,055,800,000.00","7,129,200,000.00","505,800,000.00",0.00,0.00,Materials,Fertilizers & Agricultural Chemicals,"1,420,800,000.00",2014,"1,926,600,000.00","505,800,000.00"
1093,MOS,Year 3,12/31/2015,"8,895,300,000.00","7,177,400,000.00","439,100,000.00",0.00,0.00,Materials,Fertilizers & Agricultural Chemicals,"1,278,800,000.00",2015,"1,717,900,000.00","439,100,000.00"
1094,MOS,Year 4,12/31/2016,"7,162,800,000.00","6,352,800,000.00","491,000,000.00",0.00,0.00,Materials,Fertilizers & Agricultural Chemicals,"319,000,000.00",2016,"810,000,000.00","491,000,000.00"
1095,MPC,Year 1,12/31/2012,"82,243,000,000.00","68,948,000,000.00","7,202,000,000.00",0.00,"995,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"5,098,000,000.00",2012,"13,295,000,000.00","8,197,000,000.00"
1096,MPC,Year 2,12/31/2013,"100,160,000,000.00","87,758,000,000.00","7,851,000,000.00",0.00,"1,220,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"3,331,000,000.00",2013,"12,402,000,000.00","9,071,000,000.00"
1097,MPC,Year 3,12/31/2014,"97,817,000,000.00","84,275,000,000.00","8,450,000,000.00",0.00,"1,326,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"3,766,000,000.00",2014,"13,542,000,000.00","9,776,000,000.00"
1098,MPC,Year 4,12/31/2015,"72,051,000,000.00","55,891,000,000.00","10,029,000,000.00",0.00,"1,646,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"4,485,000,000.00",2015,"16,160,000,000.00","11,675,000,000.00"
1099,MRK,Year 1,12/31/2012,"47,267,000,000.00","16,446,000,000.00","12,776,000,000.00","8,168,000,000.00",0.00,Health Care,Pharmaceuticals,"9,877,000,000.00",2012,"30,821,000,000.00","20,944,000,000.00"
1100,MRK,Year 2,12/31/2013,"44,033,000,000.00","16,954,000,000.00","11,911,000,000.00","7,503,000,000.00",0.00,Health Care,Pharmaceuticals,"7,665,000,000.00",2013,"27,079,000,000.00","19,414,000,000.00"
1101,MRK,Year 3,12/31/2014,"42,237,000,000.00","16,768,000,000.00","11,606,000,000.00","7,180,000,000.00",0.00,Health Care,Pharmaceuticals,"6,683,000,000.00",2014,"25,469,000,000.00","18,786,000,000.00"
1102,MRK,Year 4,12/31/2015,"39,498,000,000.00","14,934,000,000.00","10,313,000,000.00","6,704,000,000.00",0.00,Health Care,Pharmaceuticals,"7,547,000,000.00",2015,"24,564,000,000.00","17,017,000,000.00"
1103,MRO,Year 1,12/31/2012,"11,966,000,000.00","2,079,000,000.00","4,017,000,000.00",0.00,"2,008,000,000.00",Energy,Oil & Gas Exploration & Production,"3,862,000,000.00",2012,"9,887,000,000.00","6,025,000,000.00"
1104,MRO,Year 2,12/31/2013,"11,325,000,000.00","2,156,000,000.00","3,469,000,000.00",0.00,"2,500,000,000.00",Energy,Oil & Gas Exploration & Production,"3,200,000,000.00",2013,"9,169,000,000.00","5,969,000,000.00"
1105,MRO,Year 3,12/31/2014,"10,846,000,000.00","2,246,000,000.00","3,627,000,000.00",0.00,"2,861,000,000.00",Energy,Oil & Gas Exploration & Production,"2,112,000,000.00",2014,"8,600,000,000.00","6,488,000,000.00"
1106,MRO,Year 4,12/31/2015,"5,522,000,000.00","1,694,000,000.00","1,831,000,000.00",0.00,"2,957,000,000.00",Energy,Oil & Gas Exploration & Production,"(960,000,000.00)",2015,"3,828,000,000.00","4,788,000,000.00"
1107,MSFT,Year 1,6/30/2013,"77,849,000,000.00","20,385,000,000.00","20,289,000,000.00","10,411,000,000.00",0.00,Information Technology,Systems Software,"26,764,000,000.00",2013,"57,464,000,000.00","30,700,000,000.00"
1108,MSFT,Year 2,6/30/2014,"86,833,000,000.00","27,078,000,000.00","20,488,000,000.00","11,381,000,000.00",0.00,Information Technology,Systems Software,"27,886,000,000.00",2014,"59,755,000,000.00","31,869,000,000.00"
1109,MSFT,Year 3,6/30/2015,"93,580,000,000.00","33,038,000,000.00","20,324,000,000.00","12,046,000,000.00",0.00,Information Technology,Systems Software,"28,172,000,000.00",2015,"60,542,000,000.00","32,370,000,000.00"
1110,MSFT,Year 4,6/30/2016,"85,320,000,000.00","32,780,000,000.00","19,260,000,000.00","11,988,000,000.00",0.00,Information Technology,Systems Software,"21,292,000,000.00",2016,"52,540,000,000.00","31,248,000,000.00"
1111,MTB,Year 1,12/31/2012,"4,608,955,000.00","116,586,000.00","2,448,629,000.00",0.00,"264,631,000.00",Financials,Banks,"1,779,109,000.00",2012,"4,492,369,000.00","2,713,260,000.00"
1112,MTB,Year 2,12/31/2013,"4,822,539,000.00","83,692,000.00","2,540,954,000.00",0.00,"231,912,000.00",Financials,Banks,"1,965,981,000.00",2013,"4,738,847,000.00","2,772,866,000.00"
1113,MTB,Year 3,12/31/2014,"4,736,150,000.00","63,083,000.00","2,655,650,000.00",0.00,"157,824,000.00",Financials,Banks,"1,859,593,000.00",2014,"4,673,067,000.00","2,813,474,000.00"
1114,MTB,Year 4,12/31/2015,"4,995,881,000.00","73,814,000.00","2,796,508,000.00",0.00,"196,424,000.00",Financials,Banks,"1,929,135,000.00",2015,"4,922,067,000.00","2,992,932,000.00"
1115,MTD,Year 1,12/31/2013,"2,378,972,000.00","1,097,041,000.00","692,693,000.00","116,346,000.00","24,539,000.00",Health Care,Life Sciences Tools & Services,"448,353,000.00",2013,"1,281,931,000.00","833,578,000.00"
1116,MTD,Year 2,12/31/2014,"2,485,983,000.00","1,127,233,000.00","728,582,000.00","123,297,000.00","29,185,000.00",Health Care,Life Sciences Tools & Services,"477,686,000.00",2014,"1,358,750,000.00","881,064,000.00"
1117,MTD,Year 3,12/31/2015,"2,395,447,000.00","1,043,454,000.00","700,810,000.00","119,076,000.00","30,951,000.00",Health Care,Life Sciences Tools & Services,"501,156,000.00",2015,"1,351,993,000.00","850,837,000.00"
1118,MTD,Year 4,12/31/2016,"2,508,257,000.00","1,072,670,000.00","732,622,000.00","119,968,000.00","36,052,000.00",Health Care,Life Sciences Tools & Services,"546,945,000.00",2016,"1,435,587,000.00","888,642,000.00"
1119,MU,Year 1,8/29/2013,"9,073,000,000.00","7,226,000,000.00","554,000,000.00","931,000,000.00",0.00,Information Technology,Semiconductors,"362,000,000.00",2013,"1,847,000,000.00","1,485,000,000.00"
1120,MU,Year 2,8/28/2014,"16,358,000,000.00","10,921,000,000.00","939,000,000.00","1,371,000,000.00",0.00,Information Technology,Semiconductors,"3,127,000,000.00",2014,"5,437,000,000.00","2,310,000,000.00"
1121,MU,Year 3,9/3/2015,"16,192,000,000.00","10,977,000,000.00","674,000,000.00","1,540,000,000.00",0.00,Information Technology,Semiconductors,"3,001,000,000.00",2015,"5,215,000,000.00","2,214,000,000.00"
1122,MU,Year 4,9/1/2016,"12,399,000,000.00","9,894,000,000.00","653,000,000.00","1,617,000,000.00",0.00,Information Technology,Semiconductors,"235,000,000.00",2016,"2,505,000,000.00","2,270,000,000.00"
1123,MUR,Year 1,12/31/2012,"4,608,563,000.00","1,079,136,000.00","285,144,000.00",0.00,"1,291,456,000.00",Energy,Integrated Oil & Gas,"1,952,827,000.00",2012,"3,529,427,000.00","1,576,600,000.00"
1124,MUR,Year 2,12/31/2013,"5,312,686,000.00","1,252,812,000.00","466,498,000.00",0.00,"1,602,390,000.00",Energy,Integrated Oil & Gas,"1,990,986,000.00",2013,"4,059,874,000.00","2,068,888,000.00"
1125,MUR,Year 3,12/31/2014,"5,288,933,000.00","1,089,888,000.00","471,219,000.00",0.00,"1,957,025,000.00",Energy,Integrated Oil & Gas,"1,770,801,000.00",2014,"4,199,045,000.00","2,428,244,000.00"
1126,MUR,Year 4,12/31/2015,"2,787,116,000.00","832,306,000.00","372,457,000.00",0.00,"1,668,489,000.00",Energy,Integrated Oil & Gas,"(86,136,000.00)",2015,"1,954,810,000.00","2,040,946,000.00"
1127,MYL,Year 1,12/31/2014,"7,719,600,000.00","4,191,600,000.00","1,545,700,000.00","581,800,000.00",0.00,Health Care,Pharmaceuticals,"1,400,500,000.00",2014,"3,528,000,000.00","2,127,500,000.00"
1128,MYL,Year 2,12/31/2015,"9,429,300,000.00","5,213,200,000.00","2,180,700,000.00","671,900,000.00",0.00,Health Care,Pharmaceuticals,"1,363,500,000.00",2015,"4,216,100,000.00","2,852,600,000.00"
1132,NBL,Year 1,12/31/2013,"5,015,000,000.00","844,000,000.00","446,000,000.00",0.00,"1,568,000,000.00",Energy,Oil & Gas Exploration & Production,"2,157,000,000.00",2013,"4,171,000,000.00","2,014,000,000.00"
1133,NBL,Year 2,12/31/2014,"5,115,000,000.00","945,000,000.00","495,000,000.00",0.00,"1,759,000,000.00",Energy,Oil & Gas Exploration & Production,"1,916,000,000.00",2014,"4,170,000,000.00","2,254,000,000.00"
1134,NBL,Year 3,12/31/2015,"3,183,000,000.00","979,000,000.00","745,000,000.00",0.00,"2,131,000,000.00",Energy,Oil & Gas Exploration & Production,"(672,000,000.00)",2015,"2,204,000,000.00","2,876,000,000.00"
1135,NBL,Year 4,12/31/2016,"3,491,000,000.00","1,083,000,000.00","233,000,000.00",0.00,"2,454,000,000.00",Energy,Oil & Gas Exploration & Production,"(279,000,000.00)",2016,"2,408,000,000.00","2,687,000,000.00"
1136,NDAQ,Year 1,12/31/2012,"3,023,000,000.00","1,446,000,000.00","832,000,000.00",0.00,"104,000,000.00",Financials,Diversified Financial Services,"641,000,000.00",2012,"1,577,000,000.00","936,000,000.00"
1137,NDAQ,Year 2,12/31/2013,"3,100,000,000.00","1,316,000,000.00","1,054,000,000.00",0.00,"122,000,000.00",Financials,Diversified Financial Services,"608,000,000.00",2013,"1,784,000,000.00","1,176,000,000.00"
1138,NDAQ,Year 3,12/31/2014,"3,383,000,000.00","1,433,000,000.00","1,095,000,000.00",0.00,"137,000,000.00",Financials,Diversified Financial Services,"718,000,000.00",2014,"1,950,000,000.00","1,232,000,000.00"
1139,NDAQ,Year 4,12/31/2015,"3,292,000,000.00","1,313,000,000.00","1,050,000,000.00",0.00,"138,000,000.00",Financials,Diversified Financial Services,"791,000,000.00",2015,"1,979,000,000.00","1,188,000,000.00"
1140,NEE,Year 1,12/31/2012,"14,256,000,000.00","8,276,000,000.00","1,186,000,000.00",0.00,"1,518,000,000.00",Utilities,MultiUtilities,"3,276,000,000.00",2012,"5,980,000,000.00","2,704,000,000.00"
1141,NEE,Year 2,12/31/2013,"15,136,000,000.00","8,152,000,000.00","1,280,000,000.00",0.00,"2,163,000,000.00",Utilities,MultiUtilities,"3,541,000,000.00",2013,"6,984,000,000.00","3,443,000,000.00"
1142,NEE,Year 3,12/31/2014,"17,021,000,000.00","8,751,000,000.00","1,324,000,000.00",0.00,"2,551,000,000.00",Utilities,MultiUtilities,"4,395,000,000.00",2014,"8,270,000,000.00","3,875,000,000.00"
1143,NEE,Year 4,12/31/2015,"17,486,000,000.00","8,596,000,000.00","1,399,000,000.00",0.00,"2,831,000,000.00",Utilities,MultiUtilities,"4,660,000,000.00",2015,"8,890,000,000.00","4,230,000,000.00"
1144,NEM,Year 1,12/31/2012,"9,964,000,000.00","4,334,000,000.00","757,000,000.00","704,000,000.00","1,032,000,000.00",Materials,Gold,"3,137,000,000.00",2012,"5,630,000,000.00","2,493,000,000.00"
1145,NEM,Year 2,12/31/2013,"8,414,000,000.00","5,299,000,000.00","584,000,000.00","469,000,000.00","1,362,000,000.00",Materials,Gold,"700,000,000.00",2013,"3,115,000,000.00","2,415,000,000.00"
